BEST_POSITION,FOOT,ATTACKING_WORK_RATE,DEFENSIVE_WORK_RATE,AGE,OVERALL,VALUE,POTENTIAL,HEIGHT,WEIGHT,SKILL_MOVES,WEEK_FOOT_ABILITY
MIDFIELD,Right,High,Medium,25,63,475000.0,66,5.1,159,2.0,3.0
MIDFIELD,Right,Medium,High,22,75,5437500.0,81,6.0,165,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,85,5437500.0,92,6.5,198,1.0,3.0
FORWARD,Right,Medium,Low,26,67,925000.0,69,6.2,176,2.0,3.0
FORWARD,Right,High,Low,27,69,1200000.0,70,6.3,165,2.0,2.0
DEFENSIVE,Left,Medium,Medium,25,76,5437500.0,80,6.0,170,3.0,2.0
MIDFIELD,Right,Medium,Medium,25,66,800000.0,69,5.9,172,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,61,275000.0,69,6.3,176,1.0,2.0
DEFENSIVE,Left,High,Medium,23,69,1300000.0,75,5.1,161,3.0,2.0
MIDFIELD,Right,Medium,Medium,23,84,5437500.0,89,5.7,161,4.0,3.0
MIDFIELD,Left,Medium,Medium,27,74,5437500.0,74,5.11,170,4.0,3.0
FORWARD,Right,High,High,23,83,5437500.0,87,5.9,161,4.0,3.0
DEFENSIVE,Right,Medium,High,23,71,3200000.0,79,6.2,183,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,22,65,675000.0,75,6.1,174,1.0,2.0
DEFENSIVE,Right,Medium,Medium,23,60,250000.0,65,6.3,181,2.0,3.0
DEFENSIVE,Left,Medium,Medium,22,72,4100000.0,80,6.2,187,3.0,3.0
MIDFIELD,Left,High,Medium,27,74,5437500.0,75,5.11,161,3.0,3.0
MIDFIELD,Left,High,Medium,22,70,2600000.0,78,5.1,165,3.0,3.0
FORWARD,Right,Medium,Low,24,67,1100000.0,74,6.4,185,3.0,3.0
MIDFIELD,Left,Medium,Medium,24,62,425000.0,68,5.8,139,3.0,4.0
DEFENSIVE,Left,Medium,Medium,25,57,120000.0,62,5.11,161,2.0,3.0
MIDFIELD,Left,Medium,Medium,23,60,275000.0,66,5.1,161,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,58,200000.0,69,5.11,143,2.0,3.0
DEFENSIVE,Right,Medium,High,23,72,3900000.0,79,6.3,198,2.0,2.0
FORWARD,Right,High,Medium,24,74,5437500.0,80,6.0,157,3.0,3.0
DEFENSIVE,Right,Medium,Medium,24,66,0.0,70,5.1,170,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,77,5437500.0,82,5.11,154,1.0,2.0
DEFENSIVE,Right,Medium,High,20,57,170000.0,69,6.0,168,2.0,3.0
MIDFIELD,Right,Medium,Low,18,65,1100000.0,84,5.9,146,3.0,2.0
DEFENSIVE,Right,High,High,24,59,190000.0,66,5.8,141,2.0,3.0
MIDFIELD,Right,High,High,22,78,5437500.0,85,5.9,154,4.0,4.0
MIDFIELD,Left,High,Low,22,66,900000.0,73,5.9,170,3.0,3.0
MIDFIELD,Left,Medium,Medium,20,55,170000.0,69,5.9,154,2.0,3.0
DEFENSIVE,Left,Medium,High,21,70,2500000.0,79,6.2,154,2.0,3.0
DEFENSIVE,Right,Medium,Medium,26,70,2000000.0,73,6.1,185,2.0,2.0
MIDFIELD,Right,Medium,Medium,21,70,3000000.0,82,6.1,161,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,65,700000.0,75,6.1,176,1.0,2.0
FORWARD,Left,High,Medium,22,67,1100000.0,75,5.1,159,3.0,3.0
MIDFIELD,Right,High,Low,24,68,1100000.0,71,5.6,139,3.0,4.0
FORWARD,Right,Medium,Medium,23,69,1600000.0,78,6.0,168,3.0,4.0
MIDFIELD,Left,Medium,Medium,26,63,450000.0,68,6.0,150,2.0,3.0
FORWARD,Right,High,Medium,24,64,650000.0,71,5.9,157,2.0,3.0
DEFENSIVE,Left,High,Medium,22,68,1300000.0,78,5.8,154,3.0,3.0
DEFENSIVE,Right,Medium,Medium,23,66,775000.0,72,5.11,157,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,63,500000.0,69,5.8,154,2.0,3.0
DEFENSIVE,Right,High,Medium,22,60,275000.0,68,5.11,159,2.0,3.0
MIDFIELD,Right,High,Medium,23,69,1500000.0,76,6.0,163,3.0,3.0
MIDFIELD,Right,Medium,Low,22,63,550000.0,71,5.9,154,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,71,3400000.0,81,6.1,159,3.0,2.0
MIDFIELD,Right,High,Medium,19,63,575000.0,73,5.1,163,3.0,3.0
DEFENSIVE,Right,Medium,Medium,23,73,5000000.0,80,5.9,157,3.0,3.0
FORWARD,Left,Medium,Low,27,62,350000.0,63,6.2,183,2.0,2.0
DEFENSIVE,Right,Medium,Medium,24,66,825000.0,73,6.1,174,2.0,3.0
MIDFIELD,Right,High,Low,22,68,1400000.0,77,6.1,154,3.0,2.0
DEFENSIVE,Right,High,Medium,22,63,500000.0,72,5.11,154,2.0,2.0
DEFENSIVE,Left,Medium,Medium,22,62,400000.0,70,6.3,187,2.0,2.0
MIDFIELD,Right,High,High,23,61,375000.0,69,5.9,152,3.0,2.0
MIDFIELD,Right,Medium,Medium,22,61,425000.0,72,5.11,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,27,74,5437500.0,75,5.1,170,3.0,3.0
DEFENSIVE,Right,High,Medium,26,68,1000000.0,71,6.2,187,3.0,3.0
FORWARD,Right,Medium,Medium,29,73,4000000.0,73,6.0,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,23,67,1100000.0,75,5.8,165,3.0,3.0
MIDFIELD,Right,High,Low,22,64,700000.0,73,5.11,165,3.0,4.0
DEFENSIVE,Left,Low,Medium,27,62,325000.0,65,5.1,148,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,80,5437500.0,86,6.3,196,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,20,67,1100000.0,78,6.2,179,1.0,3.0
DEFENSIVE,Right,Medium,Medium,19,58,160000.0,66,5.11,165,2.0,3.0
DEFENSIVE,Left,Medium,High,23,59,240000.0,68,6.2,183,2.0,3.0
GOAL KEEPER,Left,Medium,Medium,23,63,400000.0,70,6.2,172,1.0,3.0
DEFENSIVE,Left,Medium,Medium,23,66,900000.0,75,6.3,183,2.0,2.0
FORWARD,Right,High,Low,25,72,2500000.0,73,6.0,157,3.0,3.0
MIDFIELD,Right,High,High,21,65,750000.0,72,5.1,154,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,61,325000.0,71,6.2,154,1.0,3.0
FORWARD,Right,Medium,Medium,23,60,325000.0,69,6.0,159,2.0,3.0
FORWARD,Right,High,High,23,62,425000.0,69,6.0,183,2.0,3.0
FORWARD,Right,High,Medium,22,74,5437500.0,83,5.9,157,3.0,4.0
MIDFIELD,Right,Medium,Medium,23,69,1600000.0,78,6.3,176,3.0,2.0
DEFENSIVE,Left,Medium,Medium,22,62,375000.0,68,6.4,150,2.0,3.0
MIDFIELD,Right,High,High,23,77,5437500.0,82,6.0,168,3.0,4.0
FORWARD,Right,Medium,Medium,22,60,325000.0,69,6.2,179,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,61,425000.0,73,6.2,168,2.0,2.0
MIDFIELD,Right,Medium,Medium,22,57,150000.0,65,5.11,168,2.0,2.0
FORWARD,Right,High,Low,25,67,1000000.0,72,6.1,176,3.0,3.0
FORWARD,Right,High,Medium,27,71,2800000.0,72,5.9,150,3.0,4.0
MIDFIELD,Right,High,High,24,77,5437500.0,83,5.8,154,3.0,3.0
MIDFIELD,Right,High,Medium,26,76,5437500.0,77,5.6,148,4.0,5.0
MIDFIELD,Right,High,Medium,26,70,2100000.0,71,6.0,143,4.0,3.0
MIDFIELD,Left,Medium,Medium,23,73,5437500.0,78,5.7,141,3.0,3.0
MIDFIELD,Right,High,Medium,23,73,5437500.0,79,5.8,143,3.0,3.0
MIDFIELD,Left,High,High,26,78,5437500.0,79,5.9,139,4.0,2.0
FORWARD,Right,Medium,Medium,22,70,2700000.0,78,6.1,185,3.0,2.0
FORWARD,Left,High,Low,28,64,475000.0,64,6.3,176,2.0,2.0
MIDFIELD,Right,High,Low,26,64,525000.0,66,5.11,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,68,1000000.0,69,5.9,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,24,73,5437500.0,78,5.1,154,4.0,4.0
FORWARD,Right,High,Medium,29,67,750000.0,67,5.8,141,3.0,3.0
DEFENSIVE,Left,Medium,Medium,24,69,1300000.0,75,6.5,165,2.0,3.0
DEFENSIVE,Right,High,High,24,72,3500000.0,75,6.3,187,2.0,3.0
MIDFIELD,Right,High,High,23,66,950000.0,74,5.9,165,3.0,4.0
MIDFIELD,Right,Medium,Medium,23,57,160000.0,66,6.2,179,2.0,3.0
MIDFIELD,Right,Medium,High,26,73,4800000.0,75,6.0,174,2.0,3.0
MIDFIELD,Left,Medium,Medium,28,73,4000000.0,73,5.1,159,3.0,3.0
MIDFIELD,Left,Medium,Medium,23,66,1000000.0,75,5.9,148,3.0,2.0
DEFENSIVE,Left,Medium,Medium,26,68,1000000.0,71,6.0,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,21,58,210000.0,70,5.1,148,2.0,3.0
MIDFIELD,Right,Medium,Medium,29,67,750000.0,67,5.6,137,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,22,61,325000.0,71,6.4,161,1.0,2.0
FORWARD,Right,High,Low,24,58,170000.0,62,5.1,159,2.0,3.0
MIDFIELD,Right,High,Medium,27,73,4200000.0,73,6.1,179,3.0,3.0
MIDFIELD,Left,Medium,Medium,23,71,3300000.0,78,6.0,168,4.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,61,275000.0,69,6.3,179,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,28,71,2100000.0,73,6.3,209,1.0,2.0
MIDFIELD,Left,Medium,Medium,23,60,0.0,68,5.8,159,2.0,3.0
DEFENSIVE,Left,High,Medium,27,75,5437500.0,76,5.9,154,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,24,68,1000000.0,76,6.4,187,1.0,2.0
GOAL KEEPER,Right,Medium,Medium,29,60,0.0,60,6.0,168,1.0,2.0
DEFENSIVE,Left,High,High,27,73,3600000.0,73,5.1,161,3.0,4.0
MIDFIELD,Right,Medium,High,22,69,1600000.0,78,6.4,194,3.0,4.0
FORWARD,Right,High,Low,27,69,1100000.0,69,5.1,146,5.0,4.0
DEFENSIVE,Left,Medium,Medium,28,72,2700000.0,72,5.11,163,2.0,2.0
DEFENSIVE,Left,High,Medium,22,62,400000.0,70,5.9,154,2.0,3.0
MIDFIELD,Left,High,Medium,22,76,5437500.0,83,5.11,154,4.0,2.0
GOAL KEEPER,Right,Medium,Medium,24,67,750000.0,72,6.4,187,1.0,2.0
DEFENSIVE,Right,Medium,High,22,65,875000.0,77,6.2,165,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,73,5437500.0,84,6.0,172,2.0,3.0
MIDFIELD,Left,Medium,Medium,24,65,775000.0,74,6.2,176,2.0,2.0
MIDFIELD,Right,Medium,High,25,69,1300000.0,74,6.5,192,2.0,3.0
DEFENSIVE,Left,Medium,Medium,26,72,3400000.0,75,6.4,194,2.0,3.0
MIDFIELD,Left,High,Medium,24,75,5437500.0,80,5.11,170,3.0,2.0
DEFENSIVE,Left,Medium,Medium,29,63,300000.0,63,5.1,170,2.0,3.0
FORWARD,Left,Medium,Low,20,56,160000.0,68,5.1,152,2.0,3.0
DEFENSIVE,Left,Medium,Medium,26,66,725000.0,69,5.11,161,2.0,3.0
MIDFIELD,Left,High,Medium,21,58,190000.0,66,5.1,159,3.0,3.0
FORWARD,Left,Medium,Low,21,62,525000.0,73,5.11,154,2.0,3.0
MIDFIELD,Right,High,Medium,23,65,750000.0,71,6.1,154,3.0,3.0
FORWARD,Left,High,Medium,24,73,5000000.0,76,5.8,159,4.0,2.0
DEFENSIVE,Right,Medium,High,22,63,525000.0,72,6.2,154,2.0,3.0
DEFENSIVE,Right,Low,Medium,22,63,425000.0,67,6.5,198,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,64,625000.0,70,5.9,146,3.0,3.0
MIDFIELD,Right,High,High,26,73,4900000.0,76,5.9,159,3.0,4.0
DEFENSIVE,Left,Medium,Medium,26,59,160000.0,60,5.1,168,2.0,3.0
FORWARD,Right,Medium,Medium,23,67,1100000.0,74,6.2,170,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,34,60,90000.0,60,6.0,174,1.0,3.0
MIDFIELD,Left,Medium,Medium,25,64,575000.0,67,6.0,176,3.0,2.0
DEFENSIVE,Left,Medium,High,22,73,5437500.0,81,6.0,185,2.0,3.0
MIDFIELD,Right,Low,Medium,25,66,800000.0,72,5.9,154,2.0,3.0
MIDFIELD,Right,Medium,Medium,24,67,1000000.0,75,5.7,163,2.0,2.0
MIDFIELD,Right,Medium,Medium,22,74,5437500.0,80,5.1,168,3.0,3.0
MIDFIELD,Left,Medium,Medium,21,60,325000.0,69,5.11,163,3.0,3.0
MIDFIELD,Right,Medium,Medium,24,68,1100000.0,71,5.6,123,3.0,3.0
DEFENSIVE,Right,Medium,High,22,75,5437500.0,79,5.11,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,74,5437500.0,80,5.1,163,4.0,3.0
GOAL KEEPER,Right,Medium,Medium,22,65,650000.0,74,6.5,196,1.0,3.0
FORWARD,Left,Medium,Low,22,72,4400000.0,79,5.7,141,4.0,3.0
MIDFIELD,Left,Medium,Low,23,74,5437500.0,78,5.8,143,4.0,4.0
GOAL KEEPER,Right,Medium,Medium,24,65,550000.0,70,6.1,159,1.0,3.0
DEFENSIVE,Left,Medium,Medium,23,74,5437500.0,81,5.1,181,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,65,625000.0,73,6.1,170,1.0,2.0
DEFENSIVE,Right,Medium,Medium,23,72,3800000.0,78,6.0,174,2.0,3.0
MIDFIELD,Left,Medium,Medium,21,59,275000.0,71,5.9,143,2.0,3.0
DEFENSIVE,Left,Medium,Medium,24,61,300000.0,66,5.6,159,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,74,5437500.0,77,6.0,168,3.0,3.0
DEFENSIVE,Right,High,Medium,21,87,5437500.0,92,5.11,152,3.0,4.0
DEFENSIVE,Left,Medium,High,23,62,400000.0,70,6.5,159,2.0,2.0
DEFENSIVE,Left,High,High,22,74,5437500.0,84,5.1,154,3.0,3.0
DEFENSIVE,Right,High,Medium,24,69,1300000.0,76,5.8,146,3.0,3.0
DEFENSIVE,Right,Medium,High,27,64,500000.0,67,6.2,179,2.0,3.0
DEFENSIVE,Left,High,High,22,67,1100000.0,76,5.1,161,3.0,2.0
DEFENSIVE,Left,High,Medium,22,73,4900000.0,79,5.8,150,3.0,2.0
DEFENSIVE,Right,High,Medium,21,62,350000.0,69,5.1,150,3.0,3.0
DEFENSIVE,Right,Medium,Medium,22,62,450000.0,72,5.11,165,2.0,3.0
MIDFIELD,Left,Medium,Low,22,64,625000.0,71,5.1,154,3.0,3.0
DEFENSIVE,Left,High,Medium,26,64,500000.0,67,5.9,159,2.0,2.0
DEFENSIVE,Right,High,Medium,23,78,5437500.0,85,5.9,154,3.0,3.0
DEFENSIVE,Right,Medium,High,26,61,275000.0,64,6.1,176,2.0,2.0
FORWARD,Right,High,Medium,23,68,1300000.0,75,5.1,150,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,68,950000.0,75,6.4,194,1.0,3.0
FORWARD,Right,Medium,Medium,22,78,5437500.0,85,6.5,192,3.0,3.0
FORWARD,Right,Medium,Low,22,67,1100000.0,74,6.3,190,3.0,3.0
DEFENSIVE,Left,Medium,Medium,23,75,5437500.0,84,5.11,159,3.0,2.0
MIDFIELD,Right,High,High,23,68,1100000.0,74,6.1,176,3.0,3.0
MIDFIELD,Right,Medium,Medium,24,71,3300000.0,78,5.9,152,3.0,2.0
DEFENSIVE,Right,Low,High,23,76,5437500.0,80,6.0,196,2.0,2.0
DEFENSIVE,Right,Medium,Medium,23,72,3700000.0,77,6.2,181,2.0,3.0
FORWARD,Right,Medium,Medium,21,58,230000.0,70,6.1,181,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,75,5437500.0,82,5.1,157,4.0,4.0
MIDFIELD,Right,Medium,Medium,23,71,3600000.0,80,5.8,146,4.0,3.0
DEFENSIVE,Right,Medium,High,23,65,650000.0,70,6.1,172,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,69,1400000.0,74,5.1,170,3.0,4.0
FORWARD,Right,Medium,Medium,20,65,1200000.0,79,5.1,154,3.0,3.0
DEFENSIVE,Left,Medium,Medium,21,58,190000.0,68,6.3,174,2.0,2.0
MIDFIELD,Left,High,Medium,22,65,750000.0,74,5.9,141,3.0,3.0
MIDFIELD,Right,Medium,High,21,60,325000.0,70,5.8,139,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,68,1300000.0,75,5.8,141,4.0,3.0
FORWARD,Right,Medium,Medium,21,67,1200000.0,76,6.0,141,3.0,4.0
MIDFIELD,Right,High,Medium,20,74,5437500.0,86,5.7,150,4.0,5.0
DEFENSIVE,Right,Medium,Medium,21,63,550000.0,73,6.0,165,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,23,69,1100000.0,76,6.5,198,1.0,3.0
MIDFIELD,Right,High,Medium,24,75,5437500.0,78,5.11,176,4.0,4.0
MIDFIELD,Left,High,Low,22,77,5437500.0,83,6.2,170,4.0,3.0
DEFENSIVE,Right,High,Medium,23,71,2900000.0,77,5.9,165,3.0,4.0
MIDFIELD,Right,High,Medium,26,65,650000.0,67,5.11,170,3.0,4.0
MIDFIELD,Left,Medium,Medium,25,68,1200000.0,73,5.11,163,3.0,3.0
MIDFIELD,Left,Medium,Low,24,71,3100000.0,75,5.1,148,3.0,3.0
MIDFIELD,Right,Medium,Medium,23,62,425000.0,69,5.11,154,2.0,5.0
MIDFIELD,Left,High,Medium,22,73,5437500.0,84,5.11,161,4.0,3.0
DEFENSIVE,Right,Medium,Medium,20,56,130000.0,66,6.2,161,2.0,3.0
MIDFIELD,Right,High,Low,22,67,1100000.0,75,5.1,163,4.0,3.0
MIDFIELD,Left,High,Medium,23,83,5437500.0,89,5.1,148,5.0,5.0
MIDFIELD,Left,High,Medium,21,72,4800000.0,81,6.0,165,3.0,2.0
MIDFIELD,Right,Medium,Medium,21,62,525000.0,74,5.1,161,3.0,3.0
FORWARD,Right,Medium,Low,21,78,5437500.0,85,5.1,172,4.0,3.0
MIDFIELD,Right,High,Medium,20,72,5000000.0,82,5.11,165,4.0,3.0
DEFENSIVE,Right,Medium,Medium,24,66,825000.0,73,5.1,159,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,24,65,625000.0,73,6.1,176,1.0,1.0
FORWARD,Right,High,Medium,22,84,5437500.0,91,5.9,179,4.0,4.0
DEFENSIVE,Right,Medium,Medium,22,73,5437500.0,81,6.1,165,3.0,3.0
FORWARD,Right,Medium,Low,28,63,375000.0,63,6.0,181,3.0,2.0
DEFENSIVE,Right,Medium,Medium,27,63,400000.0,66,6.1,192,2.0,4.0
DEFENSIVE,Left,Medium,Medium,26,68,950000.0,70,5.11,165,2.0,1.0
FORWARD,Right,High,Low,22,63,525000.0,70,6.0,165,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,58,160000.0,61,5.9,152,2.0,4.0
DEFENSIVE,Left,Medium,Medium,26,72,3400000.0,75,5.1,161,3.0,2.0
DEFENSIVE,Right,Medium,Medium,24,59,190000.0,64,6.1,181,2.0,3.0
DEFENSIVE,Left,Medium,Medium,21,69,1600000.0,80,6.3,168,3.0,3.0
DEFENSIVE,Left,High,Medium,18,62,700000.0,77,5.6,148,2.0,2.0
DEFENSIVE,Right,Medium,Medium,20,61,375000.0,71,5.11,157,2.0,3.0
MIDFIELD,Right,High,High,21,77,5437500.0,86,5.1,154,4.0,4.0
MIDFIELD,Right,High,Medium,24,72,4300000.0,79,5.11,159,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,65,750000.0,75,5.7,157,2.0,3.0
MIDFIELD,Right,Medium,Medium,22,63,575000.0,72,5.1,154,2.0,3.0
DEFENSIVE,Left,Low,High,23,66,850000.0,74,5.1,163,2.0,3.0
FORWARD,Right,Medium,Medium,25,70,2200000.0,73,5.9,154,4.0,4.0
DEFENSIVE,Left,Medium,Medium,23,64,550000.0,70,6.2,161,3.0,3.0
DEFENSIVE,Right,Medium,Medium,24,69,1300000.0,75,5.11,165,2.0,3.0
DEFENSIVE,Left,Low,Medium,22,64,675000.0,74,6.0,179,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,25,74,5437500.0,79,6.3,172,1.0,3.0
DEFENSIVE,Right,High,Medium,22,73,5437500.0,81,6.0,176,3.0,4.0
MIDFIELD,Right,High,Medium,25,73,5000000.0,76,5.1,165,4.0,3.0
MIDFIELD,Right,Medium,Low,24,65,750000.0,71,5.9,152,3.0,3.0
DEFENSIVE,Right,Medium,Medium,27,59,0.0,59,5.11,176,2.0,3.0
MIDFIELD,Right,Medium,Low,21,60,350000.0,71,6.1,176,3.0,2.0
MIDFIELD,Right,Medium,High,24,68,1100000.0,74,5.8,148,3.0,3.0
DEFENSIVE,Right,Medium,Medium,23,72,3900000.0,79,5.9,165,2.0,3.0
DEFENSIVE,Left,Medium,Medium,21,58,200000.0,69,5.9,148,2.0,2.0
DEFENSIVE,Left,High,Medium,25,72,3600000.0,77,5.8,154,3.0,2.0
DEFENSIVE,Right,High,Medium,24,73,4700000.0,78,6.2,174,2.0,2.0
FORWARD,Right,High,Medium,26,69,1300000.0,71,6.0,163,3.0,3.0
FORWARD,Left,High,Low,21,61,350000.0,68,6.1,179,2.0,3.0
MIDFIELD,Left,High,Medium,22,63,550000.0,71,5.9,154,3.0,3.0
MIDFIELD,Left,High,Medium,24,73,5437500.0,77,5.8,143,3.0,3.0
FORWARD,Right,Medium,Medium,23,60,300000.0,66,6.0,154,2.0,3.0
FORWARD,Right,High,Medium,22,66,950000.0,74,6.2,176,3.0,4.0
MIDFIELD,Right,Medium,Medium,22,61,350000.0,70,5.1,168,2.0,2.0
FORWARD,Right,Medium,Medium,22,65,775000.0,72,6.3,192,3.0,4.0
DEFENSIVE,Right,Medium,Medium,20,60,350000.0,72,5.11,154,2.0,3.0
FORWARD,Right,High,Medium,28,68,925000.0,68,6.1,179,3.0,4.0
FORWARD,Right,High,Medium,21,69,1600000.0,78,6.4,176,3.0,3.0
FORWARD,Right,High,Low,23,70,2500000.0,77,6.3,192,3.0,3.0
DEFENSIVE,Right,Medium,Medium,23,77,5437500.0,84,6.4,203,2.0,3.0
MIDFIELD,Right,High,Medium,23,69,0.0,74,6.1,183,3.0,3.0
MIDFIELD,Right,High,Medium,22,75,5437500.0,82,5.8,165,4.0,3.0
FORWARD,Right,Medium,Medium,24,57,140000.0,61,6.0,154,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,64,800000.0,77,6.0,168,2.0,3.0
FORWARD,Right,High,Low,23,66,925000.0,73,6.2,170,2.0,2.0
MIDFIELD,Right,Medium,Medium,22,62,525000.0,73,5.11,157,3.0,2.0
MIDFIELD,Right,Medium,Medium,21,58,240000.0,71,6.0,170,2.0,3.0
MIDFIELD,Right,High,Medium,22,85,5437500.0,91,6.1,154,5.0,4.0
DEFENSIVE,Right,High,Medium,23,60,240000.0,64,6.1,176,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,21,60,300000.0,72,6.1,163,1.0,2.0
DEFENSIVE,Right,Medium,Medium,22,71,3000000.0,78,5.1,176,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,21,78,5437500.0,84,6.4,181,1.0,3.0
DEFENSIVE,Right,Medium,Medium,18,58,200000.0,71,5.9,154,2.0,3.0
DEFENSIVE,Right,Medium,Medium,24,65,675000.0,72,6.1,174,2.0,3.0
MIDFIELD,Right,High,Medium,23,66,900000.0,73,5.7,137,3.0,5.0
GOAL KEEPER,Right,Medium,Medium,22,64,500000.0,72,6.4,198,1.0,2.0
MIDFIELD,Right,High,Low,23,67,1100000.0,73,6.2,179,3.0,3.0
FORWARD,Right,High,High,31,67,675000.0,67,6.0,168,3.0,3.0
MIDFIELD,Left,High,Medium,24,71,3200000.0,77,5.8,157,3.0,3.0
FORWARD,Left,Medium,Medium,22,68,1400000.0,77,6.3,165,3.0,2.0
FORWARD,Right,High,High,22,72,4400000.0,79,6.0,183,3.0,3.0
FORWARD,Right,High,Low,21,90,5437500.0,95,5.1,161,5.0,4.0
DEFENSIVE,Right,Medium,Medium,24,72,3800000.0,78,5.7,150,3.0,3.0
MIDFIELD,Right,Medium,Low,22,67,1200000.0,76,5.9,161,3.0,3.0
MIDFIELD,Left,High,Medium,21,75,5437500.0,83,5.6,154,3.0,3.0
FORWARD,Right,Medium,Low,26,76,5437500.0,79,6.1,181,3.0,4.0
MIDFIELD,Right,High,High,23,67,1000000.0,75,5.11,163,3.0,3.0
DEFENSIVE,Left,Medium,Medium,22,72,4200000.0,80,6.3,179,2.0,3.0
MIDFIELD,Right,High,Medium,21,75,5437500.0,82,6.1,170,4.0,4.0
MIDFIELD,Right,High,High,24,60,275000.0,66,6.2,176,3.0,3.0
DEFENSIVE,Right,Medium,High,27,67,800000.0,69,6.6,207,2.0,2.0
FORWARD,Right,Medium,Medium,25,69,1300000.0,72,6.4,190,2.0,3.0
MIDFIELD,Right,High,Low,21,70,2800000.0,79,5.7,154,4.0,3.0
DEFENSIVE,Left,Medium,High,22,74,5437500.0,82,6.2,181,2.0,3.0
MIDFIELD,Right,Medium,Medium,21,63,550000.0,71,5.9,152,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,23,68,1100000.0,77,6.2,179,1.0,3.0
MIDFIELD,Right,Medium,Medium,21,64,625000.0,71,5.8,141,3.0,3.0
MIDFIELD,Right,Medium,Medium,23,68,1300000.0,76,5.9,165,3.0,4.0
FORWARD,Right,High,Medium,28,69,1100000.0,69,5.1,168,3.0,3.0
MIDFIELD,Right,Medium,Medium,21,65,875000.0,75,5.8,143,3.0,3.0
FORWARD,Right,High,Low,20,74,5437500.0,81,5.7,137,3.0,5.0
MIDFIELD,Right,Medium,High,24,85,5437500.0,88,6.3,181,3.0,4.0
FORWARD,Right,Medium,Medium,24,69,1500000.0,76,6.1,168,3.0,3.0
DEFENSIVE,Right,Medium,High,24,63,475000.0,70,6.0,192,2.0,3.0
MIDFIELD,Left,Medium,Low,21,65,875000.0,75,5.8,148,3.0,2.0
DEFENSIVE,Left,Medium,Medium,23,70,2300000.0,78,6.1,170,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,27,68,825000.0,72,6.4,205,1.0,2.0
MIDFIELD,Right,High,High,24,68,1100000.0,71,5.11,174,3.0,2.0
MIDFIELD,Left,Medium,Medium,23,76,5437500.0,81,6.1,163,4.0,4.0
FORWARD,Right,Medium,Medium,25,66,875000.0,71,6.1,174,2.0,5.0
DEFENSIVE,Right,High,High,24,71,2800000.0,75,5.1,157,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,22,60,300000.0,72,6.2,176,1.0,2.0
DEFENSIVE,Left,High,Medium,24,63,450000.0,70,5.9,159,2.0,3.0
MIDFIELD,Right,Medium,Medium,23,71,3200000.0,77,6.1,172,3.0,3.0
MIDFIELD,Left,High,Medium,22,64,650000.0,74,5.9,146,3.0,3.0
FORWARD,Right,High,Medium,21,60,300000.0,67,5.1,141,2.0,3.0
DEFENSIVE,Right,Medium,High,29,63,350000.0,64,5.11,174,2.0,3.0
DEFENSIVE,Right,Medium,Medium,22,75,5437500.0,84,6.1,170,2.0,4.0
DEFENSIVE,Right,Medium,High,24,63,475000.0,70,6.0,148,2.0,2.0
